Date,Open,High,Low,Close,Volume
12-Mar-18,1165.05,1178.16,1159.2,1165.93,2196131
9-Mar-18,1139.5,1161,1134.29,1160.84,2133087
8-Mar-18,1117.2,1131.44,1117.2,1129.38,1693133
7-Mar-18,1092.82,1116.2,1089.91,1115.04,1537429
6-Mar-18,1102.1,1105.63,1094.5,1100.9,1169068
5-Mar-18,1078.13,1101.18,1072.27,1094.76,1432369
2-Mar-18,1057.98,1086.89,1050.11,1084.14,2508145
1-Mar-18,1109.54,1111.27,1067.28,1071.41,2766856
