Date,Open,High,Low,Close,Volume
12-Mar-18,180.29,182.39,180.21,181.72,32162518
9-Mar-18,177.96,180,177.39,179.98,32185162
8-Mar-18,175.48,177.12,175.07,176.94,23774107
7-Mar-18,174.94,175.85,174.27,175.03,31703462
6-Mar-18,177.91,178.25,176.13,176.67,23788506
5-Mar-18,175.21,177.74,174.52,176.82,28401366
2-Mar-18,172.8,176.3,172.45,176.21,38453950
1-Mar-18,178.54,179.78,172.66,175,48801970
